,res,start,end
säuglingsalter,159,1850,2008
südasien,159,1850,2008
südeuropa,159,1850,2008
südspanien,159,1850,2008
tange,90,1850,1939
tanto,159,1850,2008
tarifbestimmungen,159,1850,2008
tartini,159,1850,2008
taschenformat,159,1850,2008
tauroggen,159,1850,2008
telegraphenverwaltung,159,1850,2008
telegraphenwesen,159,1850,2008
tempi,159,1850,2008
temporaria,130,1850,1979
tendenziösen,159,1850,2008
terminale,159,1850,2008
terminum,93,1850,1942
ternären,96,1850,1945
terzett,159,1850,2008
testamento,159,1850,2008
themas,159,1850,2008
theodolit,159,1850,2008
theodoros,159,1850,2008
ticken,159,1850,2008
tiefergehende,159,1850,2008
tiefergreifende,159,1850,2008
time,159,1850,2008
tischtuch,159,1850,2008
tondichter,159,1850,2008
tooke,100,1850,1949
tora,159,1850,2008
torquemada,159,1850,2008
totaliter,159,1850,2008
touraine,159,1850,2008
traité,159,1850,2008
transportablen,159,1850,2008
trapez,159,1850,2008
treppenhauses,159,1850,2008
triangularis,95,1850,1944
triebwerken,90,1850,1939
trios,159,1850,2008
troppo,159,1850,2008
truppenübungen,159,1850,2008
tuis,159,1850,2008
tutta,159,1850,2008
tutte,159,1850,2008
tutti,159,1850,2008
tutto,159,1850,2008
typographischen,159,1850,2008
töpferei,159,1850,2008
ulcus,141,1850,1990
umbe,159,1850,2008
umeinander,159,1850,2008
umgebaut,159,1850,2008
umkreisung,159,1850,2008
umlaut,159,1850,2008
umrandet,159,1850,2008
umschlages,159,1850,2008
unbemerkten,159,1850,2008
unerkennbaren,159,1850,2008
ungeheizten,159,1850,2008
ungeheuerlichsten,159,1850,2008
unitas,159,1850,2008
unitate,159,1850,2008
universalia,159,1850,2008
universitatis,159,1850,2008
universo,159,1850,2008
unkritisch,159,1850,2008
unkritische,159,1850,2008
unterschiedlich,159,1850,2008
untersuchungsreihe,159,1850,2008
upon,159,1850,2008
urbano,95,1850,1944
ursprünglichere,159,1850,2008
urämischen,96,1850,1945
utilitas,159,1850,2008
uxorem,159,1850,2008
valentiner,159,1850,2008
varias,159,1850,2008
varios,159,1850,2008
vasari,159,1850,2008
vastus,95,1850,1944
vaterlosen,159,1850,2008
vaticanischen,60,1850,1909
vattel,159,1850,2008
velasquez,159,1850,2008
verallgemeinernden,159,1850,2008
verbiegen,159,1850,2008
verbogenen,159,1850,2008
verbrennungsprodukte,95,1850,1944
verfrühte,159,1850,2008
verfärbt,159,1850,2008
verglasung,159,1850,2008
verhandlungsmaxime,159,1850,2008
verhandlungstermin,159,1850,2008
verkehrsbeziehungen,159,1850,2008
verkehrsmittels,159,1850,2008
verkleinerter,159,1850,2008
verlangsamte,159,1850,2008
verliefe,159,1850,2008
verlässlicher,99,1850,1948
vermögensverwalter,159,1850,2008
vernunftbegriff,159,1850,2008
veronese,159,1850,2008
verschiebenden,159,1850,2008
verschiebungen,159,1850,2008
verschränkung,159,1850,2008
versinnbildlichung,159,1850,2008
verso,159,1850,2008
versuchsthiere,65,1850,1914
vertragsabschlüsse,159,1850,2008
vertragswidrige,159,1850,2008
vertretungsrecht,159,1850,2008
verwendbares,159,1850,2008
videt,93,1850,1942
vidit,159,1850,2008
viehzüchtern,159,1850,2008
vielzahl,159,1850,2008
vierteljahresschrift,159,1850,2008
view,159,1850,2008
vigo,159,1850,2008
vintschgau,159,1850,2008
violinist,159,1850,2008
virginie,159,1850,2008
virtuelle,159,1850,2008
virtutibus,94,1850,1943
visitenkarte,159,1850,2008
vlämischen,131,1850,1980
vocke,93,1850,1942
volo,159,1850,2008
voluntatis,159,1850,2008
voluten,159,1850,2008
vorderansicht,159,1850,2008
vorderrichter,95,1850,1944
vorgeschriebenem,159,1850,2008
vorjahres,159,1850,2008
vorsichtigeren,159,1850,2008
vortr,96,1850,1945
vögelchen,159,1850,2008
waben,159,1850,2008
waldbestand,159,1850,2008
wandflächen,159,1850,2008
wandmalerei,159,1850,2008
waräger,159,1850,2008
webstühlen,159,1850,2008
wechselvolles,159,1850,2008
weggang,159,1850,2008
weggelaufen,159,1850,2008
weihnachtsbaum,159,1850,2008
weihnachtsfeier,159,1850,2008
weitergebildet,159,1850,2008
weitsichtige,159,1850,2008
weittragenden,159,1850,2008
welser,159,1850,2008
weltumfassenden,159,1850,2008
wettkampfes,159,1850,2008
weü,159,1850,2008
whisky,159,1850,2008
widerspruchsvollen,159,1850,2008
wiederkauf,95,1850,1944
wildbäche,159,1850,2008
wildschwein,159,1850,2008
willenseinigung,159,1850,2008
wirdt,159,1850,2008
wissenschaftl,159,1850,2008
witebsk,159,1850,2008
works,159,1850,2008
worterklärungen,159,1850,2008
wulf,159,1850,2008
wärmeproduction,62,1850,1911
xtv,159,1850,2008
zeitströmung,159,1850,2008
zellkörpers,94,1850,1943
zellreihe,142,1850,1991
zellreihen,96,1850,1945
zubau,90,1850,1939
zuganges,159,1850,2008
zurückgreifen,159,1850,2008
zusammenhanglos,159,1850,2008
zustrebte,159,1850,2008
zuständiger,159,1850,2008
zutheil,63,1850,1912
zutrifft,159,1850,2008
zweistöckige,159,1850,2008
zweizeilig,159,1850,2008
zündung,159,1850,2008
ökonomischem,159,1850,2008
österr,159,1850,2008
überhöht,159,1850,2008
überschuss,159,1850,2008
