,res,start,end
acciones de guerra donde se,25,1926,1950
de guerra donde se ha,25,1926,1950
el escrito presentado por el,69,1882,1950
en el despacho de gobernación,71,1880,1950
guerra donde se ha hallado,25,1926,1950
las seguridades de mi muy,74,1877,1950
regimientos donde ha servido en,25,1926,1950
seguridades de mi muy distinguida,66,1885,1950
y acciones de guerra donde,25,1926,1950
