,res,start,end
abyme de,51,1800,1850
auroit fallu,51,1800,1850
des ligamens,51,1800,1850
du préopercule,23,1828,1850
les tempéramens,51,1800,1850
madame denis,34,1817,1850
qui régnoit,51,1800,1850
s'étoit rendu,51,1800,1850
se montroit,51,1800,1850
telle étoit,51,1800,1850
étoit composée,51,1800,1850
étoit difficile,51,1800,1850
